Cue,Subject,Count,Collection
['remorque'],S30,5,"[""['voiture']"", ""['lourd']"", ""['derrière']"", ""['suivre']"", ""['attacher']""]"
['remorque'],S34,0,[]
['remorque'],S57,0,[]
['remorque'],S64,4,"[""['remorque']"", ""['voiture']"", ""['caravane']"", ""['camionnette']""]"
['remorque'],S65,4,"[""['voiture']"", ""['permettre']"", ""['autoroute']"", ""['transport']""]"
['remorque'],S67,0,[]
['rhinocero'],S7,0,[]
['rhinocero'],S12,0,[]
['rhinocero'],S15,0,[]
['rhinocero'],S21,0,[]
['rhinocero'],S22,0,[]
['rhinocero'],S23,0,[]
['rhinocero'],S30,0,[]
['rhinocero'],S34,0,[]
['rhinocero'],S57,7,"[""['corne']"", ""['zoo']"", ""['safari']"", ""['animal']"", ""['gris']"", ""['quatre', 'patte']"", ""['courir']""]"
['rhinocero'],S64,1,"[""['t', 're']""]"
['rhinocero'],S65,0,[]
['rhinocero'],S67,0,[]
['sablier'],S7,5,"[""['bain']"", ""['spa']"", ""['therm']"", ""['brosser', 'le', 'dent']"", ""['compter']""]"
['sablier'],S12,5,"[""['temps']"", ""['sable']"", ""['jeu', 'de', 'société']"", ""['jeu', 'de', 'carte']"", ""['le', 'temps', 'qui', 'passer']""]"
['sablier'],S15,7,"[""['temps']"", ""['passer']"", ""['présent']"", ""['futur']"", ""['minute']"", ""['second']"", ""['heure']""]"
['sablier'],S21,6,"[""['temps']"", ""['sable']"", ""['antiquité']"", ""['grèce']"", ""['rome']"", ""['évaluation']""]"
['sablier'],S22,2,"[""['temps']"", ""['passage']""]"
['sablier'],S23,3,"[""['temps']"", ""['second']"", ""['attent']""]"
['sablier'],S30,4,"[""['temps']"", ""['chronomètre']"", ""['changer']"", ""['renverser']""]"
['sablier'],S34,4,"[""['sable']"", ""['temps']"", ""['jeu']"", ""['rapidité']""]"
['sablier'],S57,8,"[""['temps']"", ""['sable']"", ""['jeu', 'de', 'société']"", ""['famille']"", ""['amusement']"", ""['rigoler']"", ""['temps']"", ""['cest', 'cool']""]"
['sablier'],S64,3,"[""['temps']"", ""['indéterminable']"", ""['imprédictible']""]"
['sablier'],S65,4,"[""['temps']"", ""['aladin']"", ""['sable']"", ""['horloge']""]"
['sablier'],S67,0,[]
['salopette'],S7,0,[]
['salopette'],S12,0,[]
['salopette'],S15,0,[]
['salopette'],S21,0,[]
['salopette'],S22,0,[]
['salopette'],S23,0,[]
['salopette'],S30,0,[]
['salopette'],S34,0,[]
['salopette'],S57,6,"[""['combinaison']"", ""['travail']"", ""['peindre']"", ""['se', 'salir']"", ""['peinture']"", ""['bricolage']""]"
['salopette'],S64,0,[]
['salopette'],S65,0,[]
['salopette'],S67,5,"[""['bébé']"", ""['garçon']"", ""['être']"", ""['temps', 'très', 'chaud']"", ""['léger']""]"
['sanglier'],S7,5,"[""['marron']"", ""['forêt']"", ""['dangereux']"", ""['chasser']"", ""['bois']""]"
['sanglier'],S12,5,"[""['fox', 'terrier']"", ""['chasse']"", ""['forêt']"", ""['cochon']"", ""['phacochère']""]"
['sanglier'],S15,6,"[""['forêt']"", ""['cochon']"", ""['porc']"", ""['nourriture']"", ""['plat']"", ""['noël']""]"
['sanglier'],S21,4,"[""['brutal']"", ""['poilu']"", ""['cochon']"", ""['sauvage']""]"
['sanglier'],S22,0,[]
['sanglier'],S23,0,[]
['sanglier'],S30,6,"[""['cochon']"", ""['porcinet']"", ""['sauvage']"", ""['brun']"", ""['petit']"", ""['grand']""]"
['sanglier'],S34,5,"[""['forêt']"", ""['truffe']"", ""['sale']"", ""['dangereux']"", ""['poilu']""]"
['sanglier'],S57,7,"[""['astérix']"", ""['obélix']"", ""['grillade']"", ""['manger']"", ""['animal']"", ""['courir']"", ""['sabot']""]"
['sanglier'],S64,3,"[""['cochon']"", ""['animal']"", ""['forêt']""]"
['sanglier'],S65,4,"[""['porc']"", ""['viande']"", ""['sauvage']"", ""['proie']""]"
['sanglier'],S67,0,[]
['sarcophage'],S7,3,"[""['égypte']"", ""['cadavre']"", ""['pyramide']""]"
['sarcophage'],S12,7,"[""['égypte']"", ""['pyramide']"", ""['sable']"", ""['chaleur']"", ""['cléopâtre']"", ""['momie']"", ""['tombeau']""]"
['sarcophage'],S15,6,"[""['sarcophage']"", ""['pharaon']"", ""['egypte']"", ""['sphinx']"", ""['vieux']"", ""['ancier']""]"
['sarcophage'],S21,5,"[""['tombe']"", ""['rite', 'funéraire']"", ""['égypte']"", ""['décoration']"", ""['or']""]"
['sarcophage'],S22,1,"[""['égypte']""]"
['sarcophage'],S23,4,"[""['égypte']"", ""['histoire']"", ""['passer']"", ""['antique']""]"
['sarcophage'],S30,5,"[""['égypte']"", ""['momie']"", ""['nile']"", ""['riviere']"", ""['pharaon']""]"
['sarcophage'],S34,0,[]
['sarcophage'],S57,3,"[""['pyramide']"", ""['égypte']"", ""['découvrir']""]"
['sarcophage'],S64,5,"[""['momie']"", ""['égypte']"", ""['décoration']"", ""['ornement']"", ""['sacrifice']""]"
['sarcophage'],S65,8,"[""['égypte']"", ""['toutankhamon']"", ""['pyramide']"", ""['histoire']"", ""['sacrer']"", ""['riche']"", ""['civilisation']"", ""['or']""]"
['sarcophage'],S67,6,"[""['pharaon']"", ""['momie']"", ""['égypte']"", ""['ancien']"", ""['très', 'riche']"", ""['or']""]"
['saxophone'],S7,6,"[""['musique']"", ""['chanter']"", ""['concert']"", ""['conservatoire']"", ""['musicien']"", ""['philharmonique']""]"
['saxophone'],S12,5,"[""['instrument', 'de', 'musique']"", ""['jazz']"", ""['or']"", ""['musique']"", ""['note', 'de', 'musique']""]"
['saxophone'],S15,4,"[""['musique']"", ""['instrument']"", ""['groupe', 'de', 'musique']"", ""['son']""]"
['saxophone'],S21,5,"[""['instrument']"", ""['cuivre']"", ""['jazz']"", ""['nouveau', 'orléans']"", ""['groove']""]"
['saxophone'],S22,0,[]
['saxophone'],S23,4,"[""['musique']"", ""['orchestre']"", ""['artiste']"", ""['musicien']""]"
['saxophone'],S30,5,"[""['à', 'vent']"", ""['instrument']"", ""['flûte']"", ""['guitare']"", ""['violon']""]"
['saxophone'],S34,4,"[""['musique']"", ""['concert']"", ""['melodie']"", ""['bruit']""]"
['saxophone'],S57,8,"[""['musique']"", ""['danser']"", ""['note', 'de', 'musique']"", ""['partition']"", ""['piano']"", ""['flûte', 'à', 'bec']"", ""['concert']"", ""['solfège']""]"
['saxophone'],S64,5,"[""['jazz']"", ""['musique']"", ""['accord']"", ""['flûte']"", ""['clarinette']""]"
['saxophone'],S65,3,"[""['instrument', 'de', 'musique']"", ""['beau']"", ""['or']""]"
['saxophone'],S67,0,[]
['scaphandr'],S7,3,"[""['sou', 'marinier']"", ""['expédition']"", ""['investiger']""]"
['scaphandr'],S12,6,"[""['mer']"", ""['océan']"", ""['plongée']"", ""['sou', 'marin']"", ""['découverte']"", ""['trésor']""]"
['scaphandr'],S15,3,"[""['mer']"", ""['poisson']"", ""['vie', 'marine']""]"
['scaphandr'],S21,7,"[""['scaphandr']"", ""['plongée']"", ""[' ', 'siècle']"", ""['exploration']"", ""['protection']"", ""['métal']"", ""['pression']""]"
['scaphandr'],S22,0,[]
['scaphandr'],S23,0,[]
['scaphandr'],S30,0,[]
['scaphandr'],S34,4,"[""['plongée']"", ""['lourd']"", ""['immersion']"", ""['expérience']""]"
['scaphandr'],S57,4,"[""['nager']"", ""['mer']"", ""['espace']"", ""['youri', 'gagarin']""]"
['scaphandr'],S64,0,[]
['scaphandr'],S65,4,"[""['sou', 'marin']"", ""['eau']"", ""['mer']"", ""['expédition']""]"
['scaphandr'],S67,0,[]
['sceptre'],S7,2,"[""['pouvoir']"", ""['état']""]"
['sceptre'],S12,6,"[""['royauté']"", ""['pouvoir']"", ""['or']"", ""['argent']"", ""['richesse']"", ""['monarchie']""]"
['sceptre'],S15,0,[]
['sceptre'],S21,6,"[""['royauté']"", ""['clergé']"", ""['fonction']"", ""['arme']"", ""['guerre']"", ""['statut', 'social']""]"
['sceptre'],S22,0,[]
['sceptre'],S23,0,[]
['sceptre'],S30,0,[]
['sceptre'],S34,0,[]
['sceptre'],S57,6,"[""['roi']"", ""['reine']"", ""['couronne']"", ""['gouverner']"", ""['princesse']"", ""['prince']""]"
['sceptre'],S64,0,[]
['sceptre'],S65,4,"[""['roi']"", ""['famille', 'royal']"", ""['très', 'cher']"", ""['or']""]"
['sceptre'],S67,0,[]
['scorpion'],S7,5,"[""['sarah']"", ""['sable']"", ""['chaud']"", ""['dangereux']"", ""['piqu']""]"
['scorpion'],S12,6,"[""['tatouage']"", ""['signe', 'astrologique']"", ""['insect']"", ""['animal']"", ""['sable']"", ""['désert']""]"
['scorpion'],S15,7,"[""['horoscope']"", ""['zodiaque']"", ""['animal']"", ""['poison']"", ""['pincement']"", ""['dangereux']"", ""['plage']""]"
['scorpion'],S21,6,"[""['vénéneu']"", ""['arthropod']"", ""['insect']"", ""['dangereux']"", ""['sable']"", ""['desert']""]"
['scorpion'],S22,4,"[""['animal']"", ""['dangereux']"", ""['piqûre']"", ""['desert']""]"
['scorpion'],S23,4,"[""['dangereux']"", ""['animal']"", ""['insect']"", ""['désert']""]"
['scorpion'],S30,5,"[""['dangereux']"", ""['pied']"", ""['noir']"", ""['foncé']"", ""['cool']""]"
['scorpion'],S34,6,"[""['morsure']"", ""['piqûre']"", ""['mort']"", ""['dangereux']"", ""['petit']"", ""['poison']""]"
['scorpion'],S57,5,"[""['signe', 'de', 'zodiaque']"", ""['novembre']"", ""['nager']"", ""['eau']"", ""['signe', 'deau']""]"
['scorpion'],S64,5,"[""['lion']"", ""['animal']"", ""['sauvage']"", ""['afrique']"", ""['arbre']""]"
['scorpion'],S65,4,"[""['dangereux']"", ""['pouvoir', 'tuer']"", ""['egypte']"", ""['sonde']""]"
['scorpion'],S67,4,"[""['signe', 'astrologique']"", ""['dangereux']"", ""['poison']"", ""['toxique']""]"
['secateur'],S7,4,"[""['bois']"", ""['couper']"", ""['jardinier']"", ""['rose']""]"
['secateur'],S12,6,"[""['jardinerie']"", ""['grand', 'mère']"", ""['buisson']"", ""['fleur']"", ""['rose']"", ""['piquant']""]"
['secateur'],S15,6,"[""['arbre']"", ""['branche']"", ""['feuille']"", ""['plante']"", ""['soin']"", ""['jardin']""]"
['secateur'],S21,0,[]
['secateur'],S22,0,[]
['secateur'],S23,4,"[""['travail']"", ""['construction']"", ""['ménage']"", ""['maison']""]"
['secateur'],S30,6,"[""['plante']"", ""['couper']"", ""['cultiver']"", ""['terre']"", ""['hobby']"", ""['jardin']""]"
['secateur'],S34,4,"[""['jardin']"", ""['plante']"", ""['force']"", ""['être']""]"
['secateur'],S57,9,"[""['couper']"", ""['buisson']"", ""['rose']"", ""['jardiner']"", ""['râteau']"", ""['pelle']"", ""['planter']"", ""['joli']"", ""['bel', 'fleur']""]"
['secateur'],S64,5,"[""['pince']"", ""['opération']"", ""['bois']"", ""['construction']"", ""['desassemblemer']""]"
['secateur'],S65,5,"[""['construction']"", ""['bricolage']"", ""['outil']"", ""['technique']"", ""['homme']""]"
['secateur'],S67,3,"[""['fleur']"", ""['très', 'sharp']"", ""['jardin']""]"
['seringue'],S7,5,"[""['infirmier']"", ""['analyse']"", ""['sang']"", ""['prendre']"", ""['douleur']""]"
['seringue'],S12,6,"[""['médecine']"", ""['drogue']"", ""['hôpital']"", ""['addiction']"", ""['maladie']"", ""['vaccin']""]"
['seringue'],S15,5,"[""['solution']"", ""['médecin']"", ""['assister']"", ""['hôpital']"", ""['cabinet']""]"
['seringue'],S21,4,"[""['médical']"", ""['injection']"", ""['compression']"", ""['liquide']""]"
['seringue'],S22,6,"[""['médecine']"", ""['mesurer']"", ""['médicament']"", ""['liquide']"", ""['science']"", ""['expérience']""]"
['seringue'],S23,5,"[""['médical']"", ""['opération']"", ""['injection']"", ""['drogue']"", ""['médicament']""]"
['seringue'],S30,7,"[""['injection']"", ""['liquide']"", ""['médicament']"", ""['docteur']"", ""['médecin']"", ""['jouet']"", ""['enfant']""]"
['seringue'],S34,3,"[""['médecin']"", ""['douleur']"", ""['maladie']""]"
['seringue'],S57,5,"[""['médicament']"", ""['drogue']"", ""['hôpital']"", ""['malade']"", ""['urgence']""]"
['seringue'],S64,4,"[""['injection']"", ""['covid']"", ""['acide']"", ""['anticorp']""]"
['seringue'],S65,0,[]
['seringue'],S67,0,[]
['soufflet'],S7,3,"[""['feu']"", ""['incendie']"", ""['cheminet']""]"
['soufflet'],S12,0,[]
['soufflet'],S15,0,[]
['soufflet'],S21,6,"[""['forgeron']"", ""['enclume']"", ""['feu']"", ""['air']"", ""['chaud']"", ""['travailler']""]"
['soufflet'],S22,0,[]
['soufflet'],S23,0,[]
['soufflet'],S30,0,[]
['soufflet'],S34,3,"[""['souffle']"", ""['cheminée']"", ""['vent']""]"
['soufflet'],S57,0,[]
['soufflet'],S64,0,[]
['soufflet'],S65,0,[]
['soufflet'],S67,0,[]
['spatule'],S7,5,"[""['manger']"", ""['chef']"", ""['cuisine']"", ""['poêle']"", ""['frire']""]"
['spatule'],S12,5,"[""['cuisine']"", ""['crêpe']"", ""['oeuf']"", ""['remuer']"", ""['poêle']""]"
['spatule'],S15,7,"[""['spatule']"", ""['nourriture']"", ""['repas']"", ""['matin', 'midi', 'soir']"", ""['snack']"", ""['grignotage']"", ""['de', 'oeuf', 'au', 'plat']""]"
['spatule'],S21,2,"[""['cuisine']"", ""['retourner']""]"
['spatule'],S22,0,[]
['spatule'],S23,4,"[""['cuisine']"", ""['manger']"", ""['chef']"", ""['alimentation']""]"
['spatule'],S30,5,"[""['cuisiner']"", ""['variété']"", ""['frire']"", ""['plastique']"", ""['métal']""]"
['spatule'],S34,3,"[""['cuisine']"", ""['bois']"", ""['viande']""]"
['spatule'],S57,3,"[""['cuisiner']"", ""['plaqu', 'de', 'cuisson']"", ""['steak', 'hacher']""]"
['spatule'],S64,3,"[""['cuisiner']"", ""['faire', 'à', 'manger']"", ""['table']""]"
['spatule'],S65,4,"[""['cuisine']"", ""['plat']"", ""['service']"", ""['manipulation']""]"
['spatule'],S67,0,[]
['stethoscope'],S7,0,[]
['stethoscope'],S12,0,[]
['stethoscope'],S15,0,[]
['stethoscope'],S21,0,[]
['stethoscope'],S22,0,[]
['stethoscope'],S23,0,[]
['stethoscope'],S30,0,[]
['stethoscope'],S34,0,[]
['stethoscope'],S57,8,"[""['médecin']"", ""['pédiatre']"", ""['malade']"", ""['vérifier']"", ""['étude']"", ""['poids']"", ""['bon', 'santé']"", ""['dossier', 'médical']""]"
['stethoscope'],S64,7,"[""['médecin']"", ""['cancer']"", ""['cellule']"", ""['bactérie']"", ""['virus']"", ""['battement', 'de', 'cœur']"", ""['rythme']""]"
['stethoscope'],S65,0,[]
['stethoscope'],S67,0,[]
['tambourin'],S7,4,"[""['jouer']"", ""['musique']"", ""['carnaval']"", ""['concert']""]"
['tambourin'],S12,5,"[""['musique']"", ""['rythmique']"", ""['école', 'enfantin']"", ""['enfant']"", ""['bruit']""]"
['tambourin'],S15,5,"[""['musique']"", ""['groupe']"", ""['son']"", ""['ambiance']"", ""['amusement']""]"
['tambourin'],S21,6,"[""['instrument']"", ""['percussion']"", ""['petit', 'cymbale']"", ""['fête']"", ""['carnaval']"", ""['cirque']""]"
['tambourin'],S22,0,[]
['tambourin'],S23,5,"[""['musique']"", ""['performance']"", ""['orchestre']"", ""['artiste']"", ""['chanson']""]"
['tambourin'],S30,6,"[""['bruit']"", ""['cymbale']"", ""['musique']"", ""['batterie']"", ""['métronome']"", ""['enfant']""]"
['tambourin'],S34,3,"[""['musique']"", ""['enfance']"", ""['jouer']""]"
['tambourin'],S57,6,"[""['musique']"", ""['salle', 'de', 'rythmique']"", ""['prof', 'de', 'musique']"", ""['danser']"", ""['rythme']"", ""['chanter']""]"
['tambourin'],S64,2,"[""['percussion']"", ""['batteur']""]"
['tambourin'],S65,4,"[""['le', 'bossu', 'de', 'notre', 'dame']"", ""['cathedral']"", ""['instrument', 'de', 'musique']"", ""['son']""]"
['tambourin'],S67,0,[]
['tapir'],S7,2,"[""['animal']"", ""['fourmi']""]"
['tapir'],S12,0,[]
['tapir'],S15,0,[]
['tapir'],S21,3,"[""['animal']"", ""['afrique']"", ""['ongulide']""]"
['tapir'],S22,0,[]
['tapir'],S23,4,"[""['animal']"", ""['sauvage']"", ""['afrique']"", ""['savane']""]"
['tapir'],S30,0,[]
['tapir'],S34,0,[]
['tapir'],S57,4,"[""['animal']"", ""['brun']"", ""['exotique']"", ""['quatre', 'patte']""]"
['tapir'],S64,0,[]
['tapir'],S65,5,"[""['animal']"", ""['odeur']"", ""['foret']"", ""['verdure']"", ""['proie']""]"
['tapir'],S67,0,[]
['taureau'],S7,0,[]
['taureau'],S12,0,[]
['taureau'],S15,0,[]
['taureau'],S21,0,[]
['taureau'],S22,0,[]
['taureau'],S23,0,[]
['taureau'],S30,0,[]
['taureau'],S34,0,[]
['taureau'],S57,3,"[""['signe', 'de', 'zodiaque']"", ""['mai']"", ""['bouc']""]"
['taureau'],S64,4,"[""['animal']"", ""['vache']"", ""['rouge']"", ""['sang']""]"
['taureau'],S65,0,[]
['taureau'],S67,0,[]
['telescope'],S7,6,"[""['nuit']"", ""['étoile']"", ""['voir']"", ""['chercher']"", ""['observatoire']"", ""['astronomie']""]"
['telescope'],S12,6,"[""['lune']"", ""['étoile']"", ""['astronomie']"", ""['astrophysique']"", ""['cosmologi']"", ""['astrologie']""]"
['telescope'],S15,5,"[""['espace']"", ""['étoile']"", ""['planète']"", ""['astronaute']"", ""['rocket']""]"
['telescope'],S21,8,"[""['étoile']"", ""['physique']"", ""['trou', 'noir']"", ""['constellation']"", ""['observation']"", ""['astrophysique']"", ""['astronomie']"", ""['observatoire']""]"
['telescope'],S22,3,"[""['regarder']"", ""['ciel']"", ""['étoile']""]"
['telescope'],S23,5,"[""['astronomie']"", ""['observation']"", ""['scientifique']"", ""['calcul']"", ""['distance']""]"
['telescope'],S30,6,"[""['observation']"", ""['lune']"", ""['soleil']"", ""['etoile']"", ""['nuit']"", ""['photograph']""]"
['telescope'],S34,4,"[""['planète']"", ""['vue']"", ""['grand']"", ""['univers']""]"
['telescope'],S57,6,"[""['télescope']"", ""['étoile']"", ""['étoile', 'filant']"", ""['soleil']"", ""['signe', 'de', 'zodiaque']"", ""['constellation']""]"
['telescope'],S64,8,"[""['univers']"", ""['planète']"", ""['soleil']"", ""['jupiter']"", ""['neptun']"", ""['uranu']"", ""['étoile']"", ""['inconnu']""]"
['telescope'],S65,7,"[""['astronaute']"", ""['étoile']"", ""['univers']"", ""['galaxie']"", ""['expédition']"", ""['découverte']"", ""['nature']""]"
['telescope'],S67,5,"[""['étoile']"", ""['espace']"", ""['regarder']"", ""['très', 'joli']"", ""['romantique']""]"
['tendeur'],S7,3,"[""['drapeau']"", ""['accrocher']"", ""['bâtiment']""]"
['tendeur'],S12,0,[]
['tendeur'],S15,0,[]
['tendeur'],S21,0,[]
['tendeur'],S22,0,[]
['tendeur'],S23,0,[]
['tendeur'],S30,6,"[""['tendeur']"", ""['corde']"", ""['tenir']"", ""['attacher']"", ""['élastique']"", ""['pliable']""]"
['tendeur'],S34,0,[]
['tendeur'],S57,4,"[""['attacher']"", ""['lier']"", ""['métal']"", ""['tissu']""]"
['tendeur'],S64,0,[]
['tendeur'],S65,0,[]
['tendeur'],S67,0,[]
['theiere'],S7,0,[]
['theiere'],S12,0,[]
['theiere'],S15,0,[]
['theiere'],S21,0,[]
['theiere'],S22,0,[]
['theiere'],S23,0,[]
['theiere'],S30,0,[]
['theiere'],S34,0,[]
['theiere'],S57,0,[]
['theiere'],S64,0,[]
['theiere'],S65,0,[]
['theiere'],S67,0,[]
['tirebouchon'],S7,0,[]
['tirebouchon'],S12,0,[]
['tirebouchon'],S15,0,[]
['tirebouchon'],S21,0,[]
['tirebouchon'],S22,0,[]
['tirebouchon'],S23,0,[]
['tirebouchon'],S30,0,[]
['tirebouchon'],S34,0,[]
['tirebouchon'],S57,0,[]
['tirebouchon'],S64,0,[]
['tirebouchon'],S65,0,[]
['tirebouchon'],S67,0,[]
['totem'],S7,3,"[""['religion']"", ""['croir']"", ""['symbole']""]"
['totem'],S12,9,"[""['indien']"", ""['aigle']"", ""['animal']"", ""['nature']"", ""['esprit']"", ""['dieu']"", ""['feu', 'de', 'camp']"", ""['teepee']"", ""['amérique']""]"
['totem'],S15,4,"[""['religion']"", ""['ancien']"", ""['histoire']"", ""['dieu']""]"
['totem'],S21,5,"[""['scout']"", ""['rituel']"", ""['indien']"", ""['naturel']"", ""['bois']""]"
['totem'],S22,0,[]
['totem'],S23,3,"[""['religion']"", ""['rituel']"", ""['sacrifice']""]"
['totem'],S30,5,"[""['statue']"", ""['indien']"", ""['bois']"", ""['brun']"", ""['feu']""]"
['totem'],S34,3,"[""['indien']"", ""['bois']"", ""['structure']""]"
['totem'],S57,4,"[""['feu']"", ""['bois']"", ""['sculpté']"", ""['couteau']""]"
['totem'],S64,0,[]
['totem'],S65,7,"[""['aztèque']"", ""['maya']"", ""['amérique', 'latin']"", ""['histoire']"", ""['monument']"", ""['statue']"", ""['emblème']""]"
['totem'],S67,0,[]
['tripied'],S7,6,"[""['mésure']"", ""['géologue']"", ""['architecte']"", ""['bâtiment']"", ""['hauteur']"", ""['distance']""]"
['tripied'],S12,5,"[""['photo']"", ""['appareil', 'photo']"", ""['image']"", ""['film']"", ""['cinéma']""]"
['tripied'],S15,9,"[""['trépied']"", ""['caméra']"", ""['photo']"", ""['paysage']"", ""['forêt']"", ""['coucher', 'de', 'soleil']"", ""['couleur']"", ""['maman']"", ""['souvenir']""]"
['tripied'],S21,4,"[""['caméra']"", ""['stabilité']"", ""['filmer']"", ""['gyroscope']""]"
['tripied'],S22,0,[]
['tripied'],S23,4,"[""['caméra']"", ""['photographie']"", ""['stabilité']"", ""['optique']""]"
['tripied'],S30,4,"[""['photographie']"", ""['stabilité']"", ""['pied']"", ""['trois']""]"
['tripied'],S34,3,"[""['photo']"", ""['balance']"", ""['pied']""]"
['tripied'],S57,7,"[""['photo']"", ""['vidéo']"", ""['précision']"", ""['stabilité']"", ""['film']"", ""['trois']"", ""['pied']""]"
['tripied'],S64,5,"[""['cinéma']"", ""['prise']"", ""['photographie']"", ""['scène']"", ""['hollywood']""]"
['tripied'],S65,6,"[""['photographie']"", ""['caméra']"", ""['appareil']"", ""['art']"", ""['soutien']"", ""['maintien']""]"
['tripied'],S67,0,[]
['tringle'],S7,1,"[""['régler']""]"
['tringle'],S12,0,[]
['tringle'],S15,0,[]
['tringle'],S21,0,[]
['tringle'],S22,0,[]
['tringle'],S23,0,[]
['tringle'],S30,0,[]
['tringle'],S34,0,[]
['tringle'],S57,9,"[""['rideau']"", ""['cacher']"", ""['fermer']"", ""['ouvrir']"", ""['luminosité']"", ""['soleil']"", ""['chambre']"", ""['pièce', 'salon']"", ""['laver']""]"
['tringle'],S64,0,[]
['tringle'],S65,0,[]
['tringle'],S67,4,"[""['rideau']"", ""['barre']"", ""['fenêtre']"", ""['maison']""]"
['tronconneuse'],S7,0,[]
['tronconneuse'],S12,0,[]
['tronconneuse'],S15,0,[]
['tronconneuse'],S21,0,[]
['tronconneuse'],S22,0,[]
['tronconneuse'],S23,0,[]
['tronconneuse'],S30,0,[]
['tronconneuse'],S34,0,[]
['tronconneuse'],S57,7,"[""['massacre', 'à', 'le', 'tronçonneuse']"", ""['film', 'dhorreur']"", ""['peur']"", ""['courir']"", ""['horreur']"", ""['pas', 'dormir']"", ""['nuit', 'blanc']""]"
['tronconneuse'],S64,5,"[""['désassembler']"", ""['miette']"", ""['partie']"", ""['pièce']"", ""['tranche']""]"
['tronconneuse'],S65,0,[]
['tronconneuse'],S67,0,[]
['truelle'],S7,0,[]
['truelle'],S12,0,[]
['truelle'],S15,0,[]
['truelle'],S21,0,[]
['truelle'],S22,0,[]
['truelle'],S23,0,[]
['truelle'],S30,0,[]
['truelle'],S34,0,[]
['truelle'],S57,0,[]
['truelle'],S64,0,[]
['truelle'],S65,0,[]
['truelle'],S67,0,[]
['violon'],S7,0,[]
['violon'],S12,0,[]
['violon'],S15,0,[]
['violon'],S21,0,[]
['violon'],S22,0,[]
['violon'],S23,0,[]
['violon'],S30,0,[]
['violon'],S34,0,[]
['violon'],S57,0,[]
['violon'],S64,0,[]
['violon'],S65,0,[]
['violon'],S67,0,[]
['xylophone'],S7,0,[]
['xylophone'],S12,0,[]
['xylophone'],S15,0,[]
['xylophone'],S21,0,[]
['xylophone'],S22,0,[]
['xylophone'],S23,0,[]
['xylophone'],S30,0,[]
['xylophone'],S34,0,[]
['xylophone'],S57,6,"[""['xylophone']"", ""['musique']"", ""['cours', 'de', 'musique']"", ""['cycle']"", ""['groupe', 'de', 'musique']"", ""['prof', 'de', 'musique']""]"
['xylophone'],S64,5,"[""['instrument']"", ""['musical']"", ""['bruit']"", ""['être']"", ""['perturber']""]"
['xylophone'],S65,0,[]
['xylophone'],S67,0,[]
